Date/Time,Tweets,Account
12/16/15 18:32,"JUST IN: Bagyong #Onyok, napanatili ang kanyang lakas habang patuloy na nagbabanta sa Caraga region. | via @glenjuego",@dzbb
10/23/15 6:35,"Bilang ng mga kumpirmadong patay sa hagupit ng Bagyong Lando, umakyat na sa 66, ayon sa NDRRMC. #SuperBalitaSaGabi",@dzbb
10/23/15 3:50,Sa Linggo na inaasahang lalabas ng Philippine Area of Responsibility ang Low Pressure Area na dating bagyong Lando.,@IMReadyPH
10/23/15 2:49,"#TVPatrol Mga residente ng Gabaldon, lumikas agad bago bumaha kaya walang naitalang namatay sa Bagyong Lando",@TVPatrol
10/22/15 21:29,"46 na ang kumpirmadong patay sa bagyong Lando, 16 dito ang mula sa Benguet - DZIQ Radyo Inquirer 990AM https://shar.es/1uIdmv ",@dzIQ990
10/22/15 14:48,"Halos 60 barangay sa Pampanga,lubog pa rin sa baha matapos ang Bagyong Lando. #LandoPH #aksyonsaumaga",@News5AKSYON
10/22/15 3:16,"VIDEO: Mahigit 5,000 bahay, nasira ng bagyong 'Lando'",@gmanewsbreaking
10/22/15 2:31,"#TV5Aksyon | Nueva Ecija provincial hospital, binaha nang manalasa ang bagyong Lando",@News5AKSYON
10/22/15 1:00,"Death toll sa pananalasa ng bagyong â€œLandoâ€ù, 41 sa talaan ng NDRRMC #Breaktime",@dzrhnews
10/21/15 23:08,"VIDEO: Bagyong Lando, tuluyang humina at naging LPA na lang http://gmane.ws/1PBRanB ",@saksi
10/21/15 21:45,"VIDEO: Bagyong Lando, isa na lang LPA ngayon",@gmanewsbreaking
10/21/15 17:26,"VIDEO: Mahigit P6-B, pinsalang idinulot ng Bagyong Lando sa agrikultura http://gmane.ws/1XlaKWl ",@saksi
10/21/15 14:36,"Ilang taniman sa Nueva Ecija,napuno ng bato at troso dahil sa bagyong Lando. #LandoPH #aksyonsaumaga",@News5AKSYON
10/21/15 14:28,"16,000 pamilya sa Aurora,apektado ng Bagyong Lando. #LandoPH #aksyonsaumaga @jcdongon",@News5AKSYON
10/26/15 3:15,"#TVPatrol La Union, isinailalim sa state of calamity dahil sa pinsalang dulot ni #LandoPH",@TVPatrol
10/26/15 3:14,"#TVPatrol Patay sa Cordillera dahil kay #LandoPH, umabot na sa 27",@TVPatrol
10/26/15 3:14,"#TVPatrol 6 bahay, nahulog sa man-made tunnel sa Itogon, Benguet",@TVPatrol
10/23/15 3:16,"#TVPatrol Ilang barangay sa Calumpit, Bulacan, lubog pa rin sa baha dahil sa Bagyong #LandoPH",@TVPatrol
10/23/15 3:14,"#TVPatrol LPA na dating Bagyong #LandoPH, hindi na makaaapekto sa bansa sa weekend",@TVPatrol
10/22/15 19:56,"Mga namatay sa bagyong #LandoPH, umakyat na sa 46. â€” NDRRMC",@dzbb
10/22/15 19:45,"Bilang ng mga nasawi sa pananalasa ng bagyong #LandoPH, umakyat na sa 46; 82 naman ang sugatan. | via @mamutuesdayniu",@dzbb
10/22/15 17:23,"#LandoPH's toll: 43 dead, 78 injured, P7.5 billion in damage http://cnn.ph/1NqxFuT ",@cnnphilippines
10/22/15 17:20,"FLASH: State of calamity, idineklara na sa lalawigan ng La Union dahil sa pinsala ng bagyong #LandoPH. â€” La Union disaster officer",@dzbb
10/22/15 13:40,"Low pressure area [dating bagyong #LandoPH], huling namataan sa layong 285 km silangan ng Basco, Batanes, ayon sa @dost_pagasa.",@dzbb
10/22/15 5:52,"Mag-asawa at 2 nilang apo, nasawi habang lumilikas sa bahang dulot ni #LandoPH http://gmane.ws/1kuSn3f ",@gmanews
10/21/15 20:14,"Bagyong #LandoPH, sumira ng aabot sa 18,000 bahay sa mga lalawigang naapektuhan nito, ayon kay NDRRMC spokesperson Marasigan.",@dzbb
10/21/15 19:13,"11AM: Huling nakita ng @dost_pagasa ang LPA (dating #LandoPH sa layong 230 km Silangan ng Basco, Batanes",@IMReadyPH
12/26/11 14:28,"Bilang ng nasawi sa pananalasa ng Bagyong Sendong, umakyat na sa 1,453 as of 6am, Dec. 27 (via @UnangHirit)",@gmanews
12/25/11 14:59,"Patay sa Bagyong Sendong, pumalo na sa 1,236 http://bit.ly/sLI40z ",@DZMMTeleRadyo
12/17/11 21:04,"RDRRMC: Patay sa Dumaguete City dahil sa bagyong Sendong, umabot na sa 34 http://bit.ly/ufLrhQ  http://fb.me/1tRlB28Bh ",@DZMMTeleRadyo
12/17/11 6:24,"Bagyong Sendong, bumagal habang papalapit sa Palawan http://bit.ly/uyxTYe  http://fb.me/18qWzu2IE ",@DZMMTeleRadyo
12/15/14 17:46,@NDRRMC_OpCen: Batangas under state of calamity due to #RubyPH http://gmane.ws/1A0eBOh  | via @gmanews,@IMReadyPH
12/11/14 1:37,"#AKSYON: Bilang ng mga nasawi dahil kay Bagyong Ruby, umakyat na sa 18",@News5AKSYON
12/9/14 7:21,"VIDEO: Batangas, isinailalim na sa state of calamity dahil sa pinsalang dulot ng Bagyong Ruby http://gmane.ws/1B5b7cb ",@gmanewsbreaking
12/9/14 6:22,"VIDEO: Higit 20,00 na pamilya sa Nabua, Camarines Sur, apektado ng Bagyong Ruby http://gmane.ws/1D3xOlG ",@gmanewsbreaking
12/8/14 19:55,VIDEO: Red Cross: 23 namatay dulot ng Bagyong Ruby http://gmane.ws/1D1F01M ,@gmanewsbreaking
12/8/14 16:18,"VIDEO: Bagyong Ruby, nag-landfall na sa Lubang, Occidental Mindoro",@gmanewsbreaking
12/8/14 4:19,"VIDEO: Bagyong Ruby, nag-landfall sa Batangas kaninang 5:45 PM http://gmane.ws/1ASvVDK ",@gmanewsbreaking
12/7/14 20:29,"VIDEO: Yellow rainfall warning, nakataas sa ilang lugar sa Luzon dahil sa Bagyong Ruby",@gmanewsbreaking
3/22/16 23:24,#EarthquakePH Information No. 1 23 Mar 2016 - 02:59 PM Location: Marihatag (Surigao Del Sur) Magnitude: 3.1,@philredcross
3/22/16 5:39,#EarthquakePH Information No.1 22Mar-09:16PM Location:San Julian (Eastern Samar) Magnitude: 2.6 |via @phivolcs_dost,@philredcross
3/12/16 9:14,#EarthquakePH Information No. 1 13Mar-01:51PM Magnitude:4.7 Location: Paracle (Camarines Norte) | via @phivolcs_dost,@philredcross
3/5/16 22:24,#EarthquakePH Information No. 1 Magnitude: 2.2 Location: Mamburao (Occidental Mindoro) | via @phivolcs_dost,@philredcross
3/4/16 19:32,#EarthquakePH Information No. 1 Date and Time: 05 Mar 2016 - 11:58 AM Magnitude: 2.4 Location: Calatagan (Batangas),@philredcross
3/1/16 14:25,#EarthquakePH Information No. 1 Magnitude = 2.6 Location: Anda (Bohol) | via @phivolcs_dost,@philredcross
3/1/16 7:12,#EarthquakePH Information No. 1 Date and Time: 01 Mar 2016 - 11:45 PM Magnitude: Ms 3.1 Location: Calayan (Cagayan),@philredcross
2/22/16 5:24,#EarthquakePH Information No. 2 Location: Calatagan (Batangas) Depth: 091 Magnitude: Ms 4.4 | via @phivolcs_dost,@philredcross
2/16/16 0:55,#EarthquakePH Information No. 2 Location:Burgos(Surigao Del Norte) Depth: 011 Magnitude: Ms 3.1 | via @phivolcs_dost,@philredcross
2/13/16 11:43,#EarthquakePH Information No. 1 Location: Silago (Southern Leyte) Depth: 202 Magnitude: Ms 4.7 | via @phivolcs_dost,@philredcross
2/13/16 2:09,#EarthquakePH Info No. 1 Date and Time: 13 Feb 2016 - 06:38 AM Location: Currimao (Ilocos Norte) Magnitude: Ms 3.7,@philredcross
2/9/16 16:47,#EarthquakePH Information No. 1 Location: Infanta (Pangasinan) Depth: 027 Magnitude: Ms 2.7 | via @phivolcs_dost,@philredcross
2/8/16 6:47,#EarthquakePH Information No.1 Location: Jose Abad Santos (Davao Occidental) Magnitude: Ms 4.0 | via @phivolcs_dost,@philredcross
2/6/16 19:23,#EarthquakePH Information No. 1 Magnitude = 3.4 Depth = 13km Location = San Francisco (Quezon) | via @phivolcs_dost,@philredcross
1/22/16 20:07,#EarthquakePH Information No. 1 Magnitude: MS 3.3 Location: Marcelino (Davao Occidental) | via @phivolcs_dost,@philredcross
1/9/16 22:43,#EarthquakePH Information No. 1 Magnitude = 3.1 Location = Bolinao (Pangasinan) | via @phivolcs_dost,@philredcross
12/8/12 0:34,"Posibleng mag-landfall ang #PabloPH sa extreme northern Luzon bukas. Ito ay nasa 230km W Sinait, Ilocos Sur",@24OrasGMA
12/7/12 18:03,"FLASH REPORT: State of national calamity, idineklara na ni PNoy sa ilalim ng Proclamation 522 #PabloPH",@DZMMTeleRadyo
12/7/12 2:37,"NDRRMC: 456 patay mula sa 13 probinsya at isang lungsod; 533, nawawala; 445, sugatan. #PabloPH",@24OrasGMA
12/7/12 13:07,"UPDATE: Bagyong #PabloPH Patay - 418, Nawawala - 383, Sugatan - 445 (NDRRMC as of 5am, Dec. 7) #UnangHirit",@UnangHirit
12/6/12 12:38,"Bagyong #PabloPH: Patay - 331 , Nawawala - 380 , Sugatan - 437 (NDRRMC as of 7pm, Dec. 6) #UnangHirit",@UnangHirit
12/6/12 1:35,"NDRRMC: 332, naitalang patay sa paghagupit ng Bagyong #PabloPH",@24OrasGMA
12/6/12 0:09,PAGASA: Location: #PabloPH 400km west of Coron as of 4PM.,@ANCAlerts
7/7/12 19:21,"#UPDATE (11AM,08 JULY 16) Huling namataan ang bagyong #ButchoyPH, 260km Northwest ng Itbayat, Batanes I @dost_pagasa",@dzrhnews
10/16/13 23:58,"Samantala, ilang bahagi ng Nueva Ecija, brownout pa rin dahil sa pinsalang dulot ng Bagyong #SantiPH",@GMA_BP
10/16/13 23:19,DEPED: #walangpasok sa lahat ng antas sa buong Nueva Ecija hanggang Oct. 18 dahil sa pinsalang iniwan ng bagyong #SantiPH,@ukgdos
10/15/13 4:00,"#KapusongTotoo: Nakapaghandog po tayo ng tulong sa 1,000 pamilyang nasalanta ng Bagyong #SantiPH sa bayan ng Dingalan sa Aurora.",@24OrasGMA
10/14/13 23:01,"VIDEO: Bagyong #SantiPH, nakalabas na ng PAR pero nag-iwan ng matinding pinsala http://gmane.ws/19JR1rX  | Ulat ni @raffytima.",@stateofdnation
10/14/13 15:35,Halaga ng napinsalang palay sa pananalasa ng bagyong #SantiPH umabot na sa P2-B. #SuperBalitasaUmagaNationwide,@dzbb
10/14/13 13:23,"#UKG BALITA: Buong lalawigan ng Aurora, wala pa ring kuryente dahil sa pananalasa ng bagyong #SantiPH",@ukgdos
10/14/13 7:29,"Nueva Ecija, isinailalim sa state of calamity dahil sa pinsala ng Bagyong #SantiPH; San Miguel, Bulacan, nasa state of calamity na rin",@saksi
10/14/13 7:33,"Lima ang nasawi sa buong lalawigan ng Nueva Ecija, na nasa state of calamity na ngayon.",@saksi
10/14/13 5:16,"Dahil din sa Bagyong #Santi kaya nagbagsakan sa mga bahay ang ilang mga puno sa Iba, Zambales.",@saksi
10/14/13 5:16,"Matapos ang bagyong #SantiPH, isa namang bagong bagyo ang pumasok sa PAR, ang bagyong Tino. May ulat-panahon si @mang_tani ng @GMAWeather.",@stateofdnation
10/14/13 5:18,"Base sa track ng @dost_pagasa at Weather Central, dadaan lang sa dulo ng PAR ang bagyong #TinoPH at hindi nakikitang tatama sa kalupaan.",@stateofdnation
10/14/13 5:12,"Ilang bahay sa San Miguel, Bulacan, gumuho dahil sa hagupit ng bagyong #SantiPH.",@stateofdnation
10/14/13 5:15,"Ayon sa PDRRMC, sa Nueva Ecija, umabot sa P3-B ang natamong pinsala sa agrikultura. Habang P300-M naman ang sa mga imprastraktura.",@stateofdnation
10/14/13 3:05,"Matinding baha, naranasan sa Aurora kung saan nag-landfall ang Bagyong #SantiPH. Nakatutok si @Tricia_Zafra.",@24OrasGMA
10/14/13 3:06,"Sa Isabela, umapaw ang Cagayan River kaya't hindi na madaanan ang isang tulay na nagdurugtong sa Santa Maria at Cabagan.",@24OrasGMA
10/14/13 1:43,"Lalawigan ng Nueva Ecija, inihihingi ng agarang tulong matapos tamaan ng Bagyong #SantiPH. | via @wengsalvacion",@dzbb
10/14/13 23:45,"NDRRMC: Mahigit 150,000 pamilya ang apektado sa pananalasa ng Bagyong #SantiPH. Makibalita tayo kay @Tricia_Zafra.",@GMA_BP
10/13/13 11:22,"Aerial operations sa Catanduanes, isinasagawa para sa ilang nawawalang mangingisda dahil sa pananalasa ng Bagyong #SantiPH | @mamutuesdayniu",@dzbb
10/13/13 20:07,"Pinsala sa agrikultura ng bagyong #SantiPH, pumalo sa mahigit P3-B. #SuperBalitasaTanghaliNationwide",@dzbb
10/13/13 20:24,"Lalaki, patay matapos madaganan ng puno nang humagupit ang Bagyong #SantiPH sa Zambales. May #UlatOnTheSpot si @victoriatulad, EXCLUSIVE.",@Balitanghali11
10/12/13 21:58,@MMDA tumulong na sa pagaalis ng mga nabuwal na puno sa Nueva Ecija #SantiPH http://instagram.com/p/fZXtccp_py/  | via @junyeeloyola,@news5AKSYON
10/12/13 20:23,"EXCLUSIVE: Dinalungan, Aurora, na-isolate dahil sa nagbagsakang mga poste, puno at rumaragasang baha dulot ng Bagyong #SantiPH @dantegmanews",@Balitanghali11
10/12/13 20:15,"Bagyong #SantiPH: 3 patay, 5 sugatan, 3 nawawala. 46,295 pamilya ang apektado sa 16 probinsya sa Luzon ",@IMReadyPH
10/12/13 18:26,"TY #SantiPH, nakalabas na ng PAR, ayon sa @dost_pagasa. Mula kagabi, wala nang nakataas na public storm warning signals sa bansa #NewsTVLive",@IMReadyPH
10/12/13 15:34,"#SantiPH, palabas na ng PAR ngayong umaga; panibagong bagyo, inaasahang papasok bukas",@DZMMTeleRadyo
10/12/13 6:47,Mahigit 2 Million katao naapektuhan ni bagyong #SantiPH,@BomboRadyoNews
10/12/13 6:47,"Generator sets, ipinadala sa mga nawalan ng supply ng koryente - DSWD #SantiPH",@BomboRadyoNews
10/12/13 2:56,"#SantiPH, bumagal habang nasa West PH Sea; signal no. 1, nakataas pa rin sa 2 lugar http://bit.ly/19sDKC7  http://fb.me/2ViK4VpFu ",@DZMMTeleRadyo
10/12/13 2:40,"NDRRMC: Patay sa hagupit ng Bagyong #SantiPH, 12 na; 3 nawawala http://bit.ly/17wH6B3  http://fb.me/MoSHdn5F ",@DZMMTeleRadyo
10/11/13 21:48,"Heavy Rainfall Warning No. 10 (FINAL) Weather System: Typhoon â€œ#SantiPHâ€ù Issued at: 2:00 PM, 12 October 2013... http://fb.me/26kMfZA3k ",@dost_pagasa
10/11/13 20:01,"#SantiPH, nasa West PH Sea na; signal no. 1, nakataas na lang sa Zambales at Bataan http://bit.ly/1fr8Vnw  http://fb.me/3lJtDmhkt ",@DZMMTeleRadyo
10/11/13 19:13,"NDRRMC: 3 patay, 4 nawawala sa pananalasa ng Bagyong #SantiPH | via @glenjuego @dzbb",@gmanews
10/11/13 17:58,"Typhoon Santi, humina; storm signals, nakataas pa rin sa 21 lugar http://bit.ly/166iwaK  #SantiPH",@TVPatrol
10/11/13 17:56,"#SantiPH Update: Sa huling taya ng Dost_pagasa, nasa 60 kilometers West of Iba, Zambales ang mata ng Bagyong... http://fb.me/2z5rpOVEk ",@IMReadyPH
8/13/16 6:31,"#SantiPH Storm Warning Signals Update: Signal No. 1 naman sa Metro Manila, Ilocos Sur, Mountain Province, Ifugao,... http://fb.me/2yzreo7rW ",@IMReadyPH
10/11/13 16:46,"Yellow Rainfall Advisory: Metro Manila, Laguna, Cavite, Batangas, Northern Quezon, Bulacan, Pampanga, Tarlac, Bataan & Zambales #SantiPH,",@dzIQ990
6/8/16 0:54,#EarthquakePH #EarthquakeNegrosOccidental Earthquake Information No. 1 Date and Time: 18 June 2016 04:40 PM... http://fb.me/4f9lEIVYS ,@phivolcs_dost
8/13/16 6:31,"JUST IN: Niyanig ng 5.0 magnitude na lindol ang Biliran, ayon sa @phivolcs_dost.",@gmanewsbreaking
8/13/16 6:30,"JUST IN: Magnitude 5 na lindol naganap sa North East ng Culaba, Biliran kaninang pasado 10pm. | via @Dennis_Datu",@ABSCBNNews
8/10/16 2:47,"Sarangani, Davao Occidental niyanig ng mag 4 na lindol kaninang 5:52 ng umaga | @phivolcs_dost",@dzIQ990
8/6/16 3:21,"Magnitude 5.4 na lindol naitala sa 15km NE ng Gensan, 5:08pm Sabado; intensity 4 na pagyanig, naramdaman  |@dzmmRP45",@DZMMTeleRadyo
7/29/16 20:38,"Niyanig ng magnitude 7.7 na lindol ang eastern Pacific Ocean kaninang 5 AM, oras sa Pilipinas.",@Balitanghali11
7/29/16 20:13,"Northern Marianas, niyanig ng magnitude 7.7 na lindol! #SuperBalitaSaTanghaliSabado",@dzbb
7/27/16 20:24,"#RadyoPatrol Ormoc City, niyanig ng magnitude 5.2 na lindol",@DZMMTeleRadyo
7/27/16 20:21,"Magnitude 5.2 lindol, tumama sa Ormoc City | Balitaan live http://cnn.ph/1LXc9jG ",@cnnphilippines
7/26/16 19:48,"Magnitude 4.7 na lindol, yumanig sa Surigao Del Norte - DZIQ Radyo Inquirer 990AM https://shar.es/1ZpnSa  | @jay_dones",@dzIQ990
8/14/16 15:06,".@dost_pagasa: (As of 7AM) Mahina hanggang katamtamang pag-ulan, nararanasan sa Cavite, Batangas, Rizal",@DZMMTeleRadyo
8/14/16 15:04,".@dost_pagasa: (As of 7AM) Yellow rainfall warning, nakataas sa Zambales at Bataan.",@DZMMTeleRadyo
8/14/16 14:16,"(2/2) 2,400 km East Northeast ng extreme Northern Luzon na nagpapalakas ng ating habagat.",@DZMMTeleRadyo
8/13/16 22:05,NDRRMC: 5 patay sa hagupit ng habagat http://bit.ly/2beWZcT ,@DZMMTeleRadyo
8/13/16 20:05,#RadyoPatrol NDRRMC: 4 patay sa pag-ulan sa Metro Manila,@DZMMTeleRadyo
8/13/16 6:34,"Magnitude 5 na lindol naganap sa North East ng Culaba, Biliran kaninang pasado 10PM | via @Dennis_Datu",@DZMMTeleRadyo
8/13/16 6:18,"QC DRRMO: 1 patay, higit 3,500 lumikas sa lungsod ng Quezon dahil sa mga pagbaha bunsod ng habagat | via @dzmmRP45",@DZMMTeleRadyo
8/12/16 20:05,#RadyoPatrol PAGASA: Luzon at Visayas uulanin pa rin sa susunod na 5 araw,@DZMMTeleRadyo
8/12/16 19:58,"PAGASA: Yellow Warning: The rest of Metro Manila, Rizal, N. Ecija, Bataan, Tarlac",@ABSCBNNews
8/12/16 17:12,"Yellow Warning nakataas rin sa Metro Manila, Rizal, Nueva Ecija, Bataan, Tarlac #WeatherPatrol",@DZMMTeleRadyo
8/12/16 17:12,"(As of 9AM), PAGASA itinaas ang Orange Warning Zambales, Pampanga, Bulacan. #WeatherPatrol",@DZMMTeleRadyo
8/12/16 9:03,".@dost_pagasa: (As of 1AM) Yellow rainfall warning, nakataas sa Zambales, Bataan, Tarlac, Bulacan, at Pampanga.",@DZMMTeleRadyo
8/12/16 9:01,".@dost_pagasa: (As of 1AM) Orange rainfall warning, nakataas sa Metro Manila, Batangas, Cavite, at Rizal.",@DZMMTeleRadyo
